"Id","Text","Time","Retweet_count"
450,"#nigeriadecides: presidential election results in borno state - apc wins http://t.co/lwepi47adb","2015-03-31 21:21:40",5
451,"rt @lawy14: waiting for the election results like #nigeriadecides http://t.co/knzyuoymrq","2015-03-30 08:21:47",5
452,"what do you want to know about the nigerian elections? facebook q&amp;a starting now with @inecnigeria http://t.co/946yprebfw #nigeriadecides","2015-03-18 09:38:40",17
453,"rt @nigerianey: buhari is in a clear lead in the presidential election in kebbi state with 19 out of the 21 lgof kebbi state 

#nigeriadeci…","2015-03-30 10:13:57",9
454,"#nigeria and happenings in the country is out! http://t.co/cjpzdvijs3
#africa stories via @infonaija @inecnigeria @thenationnews","2015-02-03 11:18:57",6
455,"rt @atunwa_1: i casted my vote today for @kwaraapc for the re-election of @governor_ahmed. #nigeriadecides http://t.co/effnszpyrs","2015-04-11 18:35:57",11
456,"rt @georgeuwaifo: do not hesitate to capture suspicious activities in the election centers. let nigerians know.  we must protect our votes.…","2015-04-11 09:17:51",7
457,"rt @mybelledonfull: ""@bbcafrica: #breaking opposition candidate general buhari wins nigeria's election. #nigeriadecides #nigeria2015 http:/…","2015-03-31 17:29:52",5
458,"rt @abuja_facts: #nigeriadecides ""@bbcafrica: here's a photo from the team in abuja of election official counting votes by torchlight http:…","2015-03-29 10:51:39",18
459,"rt @ngyouths4change: kaduna apc governorship candidate, nasir el-rufai, alleges there are plans to manipulate outstanding election figures …","2015-03-31 00:12:59",10
460,"our correspondent says inec officials have arrived the kuto area of #ogun state for accreditation #nigeriadecides.","2015-04-11 07:00:30",7
461,"rt @toluogunlesi: heartwarming news from #nigeria military: almost 300 girls &amp; women reportedly freed from boko haram camps today https://t…","2015-04-28 19:29:47",62
462,"rt @tvcnews_africa: #kano north senatorial district, results as announced by inec 

apc: 381, 393 

pdp: 107, 805 

#nigeriadecides.","2015-03-30 12:07:08",15
463,"don't be deceived, this election will not be close. there'll be a clear winner. #nigeriadecides","2015-03-27 21:47:13",6
464,"rt @imadmesdoua: #nigeria army hq says that #gwoza, the so called ""#bokoharam capital"" has also been retaken. mopping up of surrounding are…","2015-03-27 10:33:47",17
465,"rt @channelstv: #nigeria2015: we have to continue to work with the inec to ensure the problems they experience are looked at &amp; corrected- t…","2015-03-31 07:44:40",45
466,"rt @lieslvaudran: so far tweets, updates, maps show #nigeria elections going pretty well, the real test will be after the vote #nigeriadeci…","2015-03-28 12:51:32",40
467,"rt @aligthebaptist: back to nigeria where their leader president goodluck jonathan is saving democracy for later :- christiane amanpour #ni…","2015-02-11 19:24:28",67
468,"rt @mrayedee: 35/38 consequently, the only way to avoid this mess and not plunge nigeria into an abyss of #nigeriadecides #pvc #cardreader …","2015-03-17 22:16:23",22
469,"""@saka_stic: inec please give us results for pdp and apc alone. other parties can check their results on linda ikeji’s blog #nigeriadecides""","2015-03-30 14:19:46",20
470,"op-ed highlights @tmgng and other key players who helped make #nigeria2015 election a success. http://t.co/xxkcdhwolz #nigeria","2015-04-06 15:02:26",6
471,"rt @apcnigeria: rt @pmnewsnigeria: almost all the result sheets in the whole of ikwere local government are missing. #nigeriadecides #sitro…","2015-03-28 10:36:55",85
472,"rt @channelstv_ng: #nigeria2015: inec to investigate cause of glitches in election, jega tells reporters at press conference = &gt; http://t.c…","2015-03-29 18:36:45",48
473,"rt @julia_ac_payne: chad's president says he knows location of #bokoharam leader shekau #nigeria  http://t.co/9gbsnjs26y","2015-03-04 19:46:36",6
474,"during #nigeria's ongoing election process, more than 20 people have reportedly died in attacks across the nation http://t.co/mcfffbwjye","2015-03-30 17:30:41",8
475,"rt @chitranagarajan: all of y'all who've booked flights to leave nigeria this week, what happens? are you too postponing by 6 weeks? #niger…","2015-02-08 01:03:13",5
476,"#bokoharam &amp; the deferral of nigerian democracy is my latest offering for @ipi_go http://t.co/pkkqiuew9i #nigeriadecides","2015-02-11 18:23:42",5
477,"rt @rosanwo: in 6 weeks time, will the army withdraw troops from borno, yobe, adamawa &amp; gombe to run elections across #nigeria. then bh ret…","2015-02-07 17:25:19",11
478,"africa's most populous nation, #nigeria, begins its presidential elections. watch: https://t.co/jqoe7qxeld #nigeriadecides","2015-03-28 11:12:42",30
479,"what is democracy without the people?
what are elections without the electorates?
#8days till #nigeriadecides
peace! http://t.co/gncbhw34rh","2015-03-20 07:21:16",7
480,"rt @rosanwo: .@inecnigeria at ohazara lga ward 1 pu 7, ebonyi state, agents claim pvc card reader has been destroyed. #nigeriadecides","2015-03-28 09:23:25",12
481,"5 inec adhoc officials arrested for thumb-printing ballot papers in imo http://t.co/half8gnz2a #nigeria #news","2015-04-25 16:54:17",5
482,"rt @aminugamawa: @thisisbuhari and @iamaishabuhari 

#nigeriadecides #governorsng #katsinadecides  #nigeria2015 http://t.co/sem7cg60wq","2015-04-11 15:11:39",8
483,"inec suspends election in delta community over insecurity http://t.co/kbjgrungwq #nigeria #news","2015-03-28 13:54:36",5
484,"the president and the first lady have not been accredited. #2015elections #nigeriadecides","2015-03-28 09:34:19",5
485,"rt @hrw: daily brief: eye for an eye in #jordan; #opentosyria's most vulnerable refugees; covering #nigeria's elections; more http://t.co/g…","2015-02-04 14:03:40",16
486,"instability resulting from #nigeria elections could compromise u.s. interests in africa, says @johncampbellcfr: http://t.co/wrqyizbupp.","2015-02-16 22:15:29",6
487,"we are not leaving...the rain won't stop us...we are ready!!  #nigeriadecides @apcukingdom  @apcnigeria #change http://t.co/lj0lgaje0m","2015-03-28 14:00:18",10
488,"rt @christianophobi: #nigeria : les 200 lycéennes enlevées par boko haram auraient été tuées http://t.co/gpcxpofawu http://t.co/lgsmcknbmn","2015-04-08 16:35:23",25
489,"rt @titilayodeji13: if @cnn  says ""violence mars nigerian elections"", it's no lie. only us find it normal that tens of people are killed as…","2015-03-29 09:30:46",7
490,"we all want this election to be free and fair. may the best aspirant come out victorious. #nigeriadecides","2015-03-29 13:59:14",25
491,"i’m not planning to rig rivers election -patience jonathan http://t.co/ns0xitfqld #nigeria #africa #naija","2015-04-10 18:25:37",5
492,"rt @idrisa_hafi: a christian apc candidate defeated gov babangida aliyu
in a muslim dominated senatorial district. lesson for
religion bigo…","2015-03-30 12:29:27",10
493,"rt @tvcnigeria: #kwara's ilorin west/ asa federal constituency as announced by inec

apc: 58,227

pdp: 31,469

accord party: 181

lp: 132 
…","2015-03-30 10:13:30",21
494,"rt @sara__firth: the official #nigeriadecides inec announcement has still not come. but it is now officially wednesday. lots of snoring goi…","2015-03-31 23:21:08",9
495,"rt @nwannegej: ""@davokin: free ice cream for pos, security and voters 24/08/04/012 lekki #nigeriadecides http://t.co/dvaejmcbmi"""" big boys …","2015-04-11 11:36:31",13
496,"#nigeria2015 : election continues tomorrow – inec http://t.co/bdsfbvjmek","2015-03-28 16:03:46",8
497,"#nigeriadecides: inec releases official 2015 presidential election results of 9 states: t... http://t.co/d68j7cwssy via @goldrushnews247","2015-03-30 16:27:49",23
498,"@inecalert @inecnigeria #nigeria2015 #nigerianselect2015 #nigeriadecides #sitroom2015
nigeria election result http://t.co/owbwzmy73z","2015-03-30 14:43:11",5
499,"rt @mrayedee: 33/38 this gives apc an unfair and unjust advantage in the popular vote, even if they don't get #nigeriadecides #pvc #cardrea…","2015-03-17 22:15:46",20
500,"collection of voters cards extended to february 8 by nigeria election bosses.   it's on! #nigeriadecides @inecnigeria","2015-02-02 11:43:58",9
501,"gaps in #nigeria's natl. security; military installations #geodata mapped with conflicts (&gt;4k) in nigeria since '97 http://t.co/c7ikbxvrqh","2015-02-21 05:56:17",5
502,"rt @inecnigeria: #pvc collection ends on sunday! hurry now to collect yours if you haven't already.
#nigeriadecides","2015-02-03 08:43:19",122
503,"rt @aminugamawa: nigeria &amp; our future as a country are bigger and more important than any politician, or political party. say no to violenc…","2015-03-31 18:34:57",24
504,"rt @allafrica: #nigeria army claim capture of baga in fierce battle with boko haram: http://t.co/qkoph53diw","2015-02-21 19:10:51",6
505,"rt @yiaga: prof. jega remains calm as the protest continues #verdict2015 #nigeriadecides #thumbpower #nigeria2015elections @osiwa1 @inecnig…","2015-03-31 10:31:40",6
506,"""inec welcomes you all to the presentation of the certificate of return to @thisisbuhari and @profosinbajo""- jega #nigeria2015","2015-04-01 13:32:15",6
507,"rt @simonpeeks: ""baga is deserted. bodies lie by the roadside. the stench of death fills the air."" @tomi_oladipo been there. #nigeria @bbcw…","2015-03-15 23:16:58",6
508,"rt @vanguardngrnews: ‘buhari’s chatham speech full of lies’ http://t.co/wjpje5q4is #nigeriadecides #electionvanguard","2015-02-27 07:19:07",13
509,"rt @realomosexy: make sure to add the #osexyfriday hashtag please so your views can be rted. #votewisely #votenotfight #nigeriadecides #vot…","2015-03-27 18:20:53",6
510,"rt @ynaija: i received a letter from apc calling for elections cancellation in rivers, we are thoroughly investigating- prof. jega #nigeria…","2015-03-29 17:54:01",5
511,"bama: a sight and stench of death after boko haram defeat @afp #nigeria @nicholesobecki  http://t.co/ocj3cl5i7v","2015-03-27 07:19:32",7
512,"rt @oladayotimi: @inecnigeria massive rigging in delta-warri...unclaimed pvc cards being used to vote. #nigeriadecides","2015-03-28 21:22:15",34
513,"rt @unicef: “we just ran” rose and her children are among 1.5m uprooted by violence in #nigeria. #bringbackourchildhood http://t.co/vt2w6lc…","2015-04-23 07:30:44",80
514,"""in the fight against boko haram,"" nigerian minister tells @geoffreyyork, ""we are flying blind.” http://t.co/hyy6fqcgtu #nigeria","2015-03-01 21:24:45",9
515,"#nigeriadecides he is back to cast his vote! the first man that registered at @thisisbuhari 's pu http://t.co/uk2wlrf8uz","2015-03-28 16:07:18",21
516,"you all know i refrain from talking like this, but asari dokubo is an idiot. #nigeria #security","2015-04-02 18:42:32",5
517,"buhari wins #nigeria's presidency in first power shift since end of military rule in 1999 - http://t.co/e5xv4grnpm http://t.co/rptjifpje7","2015-03-31 17:10:24",105
518,"#nigeria army rescues hundreds of women and girls from #bokoharam captivity http://t.co/fzosc1jfpj http://t.co/affoxflxdp","2015-04-29 00:20:03",13
519,"only results from ibeju lekki have arrived at lagos inec office.
#nigeriadecides","2015-03-29 17:18:57",33
520,"rt @situationroomng: voters in agege checking their names on the voters register #nigeriadecides #nigeria2015 @inecnigeria http://t.co/pf1b…","2015-04-11 07:13:44",8
521,"rt @aligthebaptist: #tellyourneighbour ""don't worry about the army on election day, they are hungry too, they won't shoot you"":-tinubu #nig…","2015-03-25 18:39:43",49
522,"rt @nazirumikailu: most local radio stations in kano are broadcasting peace messages urging ppl to accept #nigeriadecides result not to res…","2015-03-30 10:27:29",115
523,"rivers protesters allege that wike has just been smuggled out of inec office in port harcourt #nigeriadecides","2015-03-29 15:25:29",119
524,"rt @lindseyhilsum: #buhari has claimed victory in #nigeria election. so it's goodbye (and) goodluck, jonathan.","2015-03-31 14:48:17",19
525,"rt @switrash: #oyodecides oyo re-elected peace. @apcnigeria #nigeriadecides. breaks 2nd term jinx in the process. congratulation oyo state.""","2015-04-12 06:04:52",26
526,"rt @_paulwallace: #nigerian stocks gain for an 8th day as #buhari leads election race. #nigeriadecides http://t.co/3jkeyhfmjo @neo_khanyile","2015-03-31 11:41:41",91
527,"i spoke at the university of leeds last week on the need for peaceful and violent free elections in #nigeria. http://t.co/ix6113ieqj","2015-02-11 13:40:12",5
528,"rt @aliyutanko: pdp wins ekiti and enugu while apc wins ogun. results so far officially released by inec #nigeriadecides","2015-03-30 14:16:41",21
529,"agbaje lost again at his polling unit.
apc polled 89 votes while pdp polled 82 in the house of assembly election.
#nigeriadecides","2015-04-11 16:01:43",8
530,"rt @trends_ng: its no longer an election between pdp and apc, its now between pdp and nigerians.

delayed? yes
denied? no

we #march4buhari…","2015-02-07 22:36:42",225
531,"#2015electionpictures #nigeria2015: voters in lekki phs1 @inecnigeria officials are not there yet at 11am http://t.co/ecck7gjqc5","2015-03-28 11:03:50",7
532,"rt @placng: apc has requested for rescheduling &amp; cancellation of #riversstate election no decisions have been made-jega @situationroomng #n…","2015-03-29 17:09:41",5
533,"be our eye on ground, report from your polling unit on election day. us #nigeriadecides and mention @post_nigeria","2015-03-26 14:58:27",18
534,"rt @fidelismbah: #nigeria: feelers of impending 'change of baton' at @inecnigeria before wednesday. #abuja #nigeriadecides","2015-03-21 20:13:54",11
535,"rt @fidelismbah: @inecnigeria spox just announced press conference will now hold by 2000gmt. 1 more hour to wait after initial 3hr delay. #…","2015-02-07 19:03:26",7
536,"rt @ogundamisi: it is safe to say goodluck ebele jonathan is behind the boko harram insurgency in #nigeria by refusing to deal with terrori…","2015-02-07 22:41:53",251
537,"rt @abuja_facts: at ungwan gwari pu in dutse alhaji, so many people complained not finding their names and pictures in the inec register. #…","2015-03-29 09:11:21",8
538,"rt @katsinadecides: at mani, ward 26, pu 001 and 013 pdp thugs have stolen d ballot box and ran away #apcnigeria,#aminumasari2015,#nigeriad…","2015-04-11 13:41:17",11
539,"rt @rosanwo: i am also calling the kaduna state elections, by sunday @elrufai will be governor elect. #nigeria2015","2015-04-10 09:47:33",14
540,"rt @ayobamiolunloyo: whatever happens #nigeria will wait and will not be deterred on this journey to #change!

@ogundamisi @delemomodu @apc…","2015-02-07 19:28:01",31
541,"rt @daily_trust: video: nigerians speak on #nigeria2015 elections from their polling units

http://t.co/y527xvoj4y #nigeriavotes","2015-03-30 11:50:41",15
542,"boko haram’s grievances by olusegun obasanjo - many news outlets have reported former president... http://t.co/7qjuoe7npe #news, #nigeria","2015-03-18 09:01:29",6
543,"rt @bar_baric: wow! wow!! wow!!! #nigeriadecides. ""@kwinjane: except no pvc! ""@ibrmshoib: go and vote...you have no excuse jor http://t.co/…","2015-03-28 12:30:05",11
544,"rt @sampiranty: mandara mountains notoriously difficult terrain. cameroonian military told me this week their mandara mountain border is se…","2015-04-28 22:32:58",16
545,"my respect for gej just got to an all time high. he stood by his words on free and fair elections. #nigeriadecides","2015-03-31 11:26:34",8
546,"rt @saharareporters: add guest.srtv and skype in #nigeriadecides to talk about women and elections. @adeolafayehun wants to hear from you h…","2015-03-29 20:08:57",6
547,"rt @geoffreyyork: many nigerians now worrying that pdp's furious outburst at election centre is foreshadowing of future protests &amp; unrest #…","2015-03-31 11:11:56",90
548,"rt @kamilgiwa: try &amp; error .. inec should have more than 1 card reader @ polling units .. gej still on his feet @ the mercy of card reader …","2015-03-28 08:51:57",9
549,"rt @the_farsighted: omo election result na serious bizness ooo see naija #nigeriadecides operation pdp must lose  @inecnigeria watch out ht…","2015-03-30 22:48:27",22
550,"rt @aweleokolo: an @inecnigeria agent caught with thumb printed ballot papers @anthoniaorji @mrayedee @channelstv #nigeria2015 http://t.co/…","2015-04-11 12:52:09",15
551,"you can follow live updates on the presidential election&gt;&gt;&gt; http://t.co/wa13luiawi  #nigeriadecides","2015-03-28 10:00:32",6
552,"rt @el_bonga: so the nigerian army have found general buhari's certificate after declaring it missing all this while? #nigeria","2015-04-02 17:02:54",12
553,"rt @ntvkenya: #nigeriadecides: muhammadu buhari wins nigeria's presidential election as opponent goodluck jonathan admits defeat","2015-03-31 17:17:05",7
554,"rt @tvcnigeria: inec office in #akwaibomstate empty as officials shift announcement of results in the state  to 10am tomorrow #nigeriadecid…","2015-03-29 21:28:56",14
555,"pres. jonathan addressing the press on election day, at ward 13, unit 39  otuoke, ogbia lg bayelsa. #nigeriadecides http://t.co/e0jtqsvtai","2015-03-28 12:57:33",6
556,"rt @karo_orovboni: one thing that must be taken away from the elections, trending hash tags won't win you votes #nigeriadecides","2015-04-12 08:42:50",9
557,"rt @saharareporters: #nigeriadecides: fmr. minister for information talks to saharatv about nigerian elections 

former nigeria... http://t…","2015-02-16 16:44:41",6
558,"rt @rosanwo: hopefully these #pdp governors and other power mongers will not mislead jonathan over the 2015 elections. #nigeria","2015-03-10 15:57:57",7
559,"rt @samerhrw: 1,000+ killed by boko haram in 2015; urgent need for aid, protection for fleeing civilians in #nigeria @mausisegun http://t.c…","2015-03-26 11:00:56",18
560,"do not tolerate rigging in your community, report foul play during the elections at http://t.co/bv0lwrxnq2  #nigeriadecides  #pollwatch2015","2015-04-10 20:42:15",12
561,"rt @aminugamawa: breaking: 21 inec resident commissioners reject postponement of elections: http://t.co/2x4qketlkk  

#nigeriadecides","2015-02-07 18:18:58",91
562,"rt @venturesafrica: reports are coming in that boko haram have scared off voters in parts of gombe, northeastern nigeria. #nigeriadecides","2015-03-28 13:19:28",13
563,"rt @aminugamawa: nigeria should allow international journalists entry to cover elections - http://t.co/p4b2q4x2fy via @pressfreedom 

#nige…","2015-02-03 18:42:58",17
564,"rt @toyinibitoye: even before inec's announcement?
“@simonkolawole:fayose congratulates buhari. http://t.co/pulyrrpvol via @thecableng #nig…","2015-03-31 15:42:16",11
565,"violence is the last refuge of the incompetent. beware #nigeriadecides #noviolence  #tbn @tbnfoundation #nigeria2015","2015-03-23 14:38:54",11
566,"rt @teeswagz01: ""@lieslvaudran: so far tweets, updates, maps show #nigeria elections going pretty well, the real test will be after the vot…","2015-03-28 13:33:34",8
567,"rt @josey_sleeveen: burst my head. picture of the election period""@pr8nz: #nigeriadecides http://t.co/xfuelqopaw""","2015-03-28 18:08:41",6
568,"rt @femkevanzeijl: there is a certain poetic justice in borno, the state most affected by boko haram, closing the votes. #nigeriadecides","2015-03-31 16:53:56",118
569,"rt @naijcom: read the coverage of results of the ongoing elections http://t.co/chur09gkea #nigeriadecides #nigeria2015 http://t.co/ofyu3syz…","2015-03-29 01:30:12",7
570,"#bokoharam leader vows to disrupt #nigeria elections, after two suicide attacks killed 38 people. http://t.co/drwsphp0cq","2015-02-18 06:05:04",10
571,"rt @lutosingbela: if you printed poster for @pdpnigeria and you haven't collected your balance...

your reward, e dey heaven.

#nigeriadeci…","2015-03-31 15:01:36",13
572,"#nigeria : une fosse commune d'une centaine de corps découverte à damasak, reprise à boko haram - #afp =&gt; http://t.co/rqdu2yklsh #bokoharam","2015-03-20 21:32:20",19
573,"rt @debolalagos: #nigeriadecides #none on my government will be above the law and none too low to get protection""-@thisisbuhari http://t.co…","2015-04-01 13:49:22",24
574,"rt @omojuwa: borno. state of emergency. boko haram. destroyed communication infrastructure but we still got numbers from there. hmmmn #nige…","2015-03-29 13:11:33",104
575,"jega is back for what could be the last lap. hold your breath, fasten your seat belt.
#nigeriadecides http://t.co/pfbn1dzci9","2015-03-31 14:55:49",12
576,"rt @opinionnigeria: @cnni please go ahead, tell the world what you saw that made you say the election was marred with violence. #nigeriadec…","2015-03-29 07:05:20",13
577,"rt @rakidi: ""i promised the country free and fair elections. i have kept my word""- president goodluck jonathan in a statement. #nigeriadeci…","2015-03-31 22:56:59",46
578,"rt @vazara_og: #inec said we should keep our mouth shut,, until theyy annouced the results. accually i can't! #gmb #gmb15 #nigeriadecides #…","2015-03-29 10:19:40",16
579,"rt @raufaregbesola: i love @thisisbuhari a better economy'll encourage more men 2 propose. i @believebuhari gbogbo wa la ma #march4buhari h…","2015-02-15 03:52:58",38
580,"@nigeriainfoabj gej will go down in history as the president who organised the most credible election in #nigeria.","2015-03-31 18:32:00",5
581,"rt @bbcafrica: #breaking opposition candidate general buhari wins nigeria's presidential election. #nigeriadecides #nigeria2015 http://t.co…","2015-03-31 16:54:56",1420
582,"rt @pmnewsnigeria: inec ad hoc officials (corp members) arrive in majestic fashion in enugu
#sitroom15 #nigeriadecides http://t.co/akmhlzv5…","2015-03-28 08:17:37",24
583,"rt @rosanwo: #pdp is influencing the small parties who have no stake in the presidential elections to support postponement. #nigeriadecides","2015-02-04 06:58:47",29
584,"@ntanewsnow: #nigeriadecides: voters in gss kabong are upset that inec officials are not there yet at 12:00pm http://t.co/jl7kjw90gt","2015-03-28 11:05:38",28
585,"rt @dawisu: my strong advice to @thisisbuhari continue the town hall meetings sir. then start zonal rallies &amp; end with a bang in abuja #mar…","2015-02-09 08:07:47",35
586,"rt @debolalagos: #nigeriadecides eu and more observers  visit @thisisbuhari in abuja home this http://t.co/wuig4xouch","2015-03-30 20:20:51",68
587,"rt @tolulopeab: so when will president address nigerians? i do believe that postponement of elections constitutes a reason to speak to us #…","2015-02-08 10:10:14",5
588,"#nigeriadecides live update 423:  presidential election results: so far, results from 21 states announced by inec... http://t.co/psehvihpqt","2015-03-31 03:48:45",5
589,"rt @saharareporters: #nigeriadecides: nigeria is ready to conduct elections-inec

inec spokesman, kayode idowu skypes in to saharatv... htt…","2015-03-23 21:39:58",8
590,"hallan cientos de muertos en localidad nigeriana controlada por boko haram &gt;&gt;&gt; http://t.co/guyfe72qiy #nigeria","2015-04-28 17:15:24",5
591,"rt @premiumtimesng: armored tank conveying electoral material to okirika, home to patience jonathan - http://t.co/pwciz6dfn2 #nigeriadecides","2015-04-11 08:21:59",42
592,"(watch) bbc's @okwoche with the latest on the nigeria elections. #nigeriadecides  #nigeria2015
https://t.co/t6jgexmavo","2015-03-30 12:53:47",46
593,"rt @bravehearrtt: congratulations nigeria! we deserve this!i love u all! from north to the east to the south to the west!!!we will never b …","2015-03-31 18:06:21",12
594,"rt @aminugamawa: yobe defied boko haram and gave buhari/apc 446, 265 votes! 

#nigeriadecides","2015-03-31 14:26:58",56
595,"leaked audio: interrogated boko haram member implicates fg http://t.co/sfnqmyny3u via @24dailygist #nigeria","2015-02-17 20:06:52",22
596,"rt @aminugamawa: u.s. secretary of state @johnkerry's press statement on postponement of elections in #nigeria.
http://t.co/klfq9dx3k5 http…","2015-02-08 12:10:58",49
597,"rt @pollwatchngr: avoid violence but monitor your votes. report directly to http://t.co/bv0lwrxnq2 and let the world hear you #nigeriadecid…","2015-03-26 20:09:29",31
598,"photos: ‘elections must hold’ protest in abuja http://t.co/tx2ssccg3g via @thecableng #2015elections
#nigeriadecides http://t.co/t0tcozvvfb","2015-02-05 17:19:27",5
599,"rt @seunfakze: how many people died because the president couldn’t make informed decisions about boko haram… thousands of nigeria… over 17,…","2015-02-22 15:26:25",6
600,"rt @rawyarageh: #nigeria army says it's screening 200 girls, 93 women rescued from #bokoharam's bases in sambisa forest to confirm identity","2015-04-28 19:37:31",14
601,"rt @ugostine: @maybeks #wetriumphstill #nigeriadecides jega has finally disgraced himself.pdp and others are vindicated over use of pvcard …","2015-03-28 15:58:50",6
602,"rt @adforumco: #adforumco 
 presidential election results
short analysis:
buhari wins 10 states
jonathan wins 5 states plus fct #nigeriadec…","2015-03-30 21:18:42",5
603,"@seunfakze join our twitter chat on #nigeria elections at 4pm lagos time. use #ajnigeriadecides to participate! http://t.co/kwh1yd8c5a","2015-02-13 06:47:18",5
604,"rt @theonlyebuka: corpers sleep on hard floor ahead of tomorrow's election *sigh* #nigeriadecides #votenotfight #voteinpeace http://t.co/v8…","2015-03-27 22:54:46",13
605,"nigerians have trooped out to vote even as inec officials are yet to arrive for accreditation #nigeriadecides","2015-03-28 07:11:23",58
606,"rt @obaleyedaniel: lagos governorship #apc candidate ambode lining up for accreditation. nice! #nigeriadecides
#votenotfight @apcnigeria ht…","2015-03-28 10:18:52",82
607,"rt @travelgoc: canadians in #nigeria: election results should be announced today. be extremely vigilant. http://t.co/synde0ahn6","2015-03-30 17:00:54",7
608,"rt @stephaniebusari: election day selfie with the cnn lagos crew. loving the hi-vis media jackets with @purefoyamebo  @mshiere #nigeria htt…","2015-03-28 10:52:39",5
609,"rt @elcateltequilla: jega the nation's faith rest solely on your hands, nigerians will must prevail. #nigeriadecides #changeisnow @apcniger…","2015-03-30 11:18:26",10
610,"#nigeria #news #africa: court dismisses appeal against akpabio’s election - abuja - the supreme... http://t.co/mu21lf2pnx #news, #nigeria","2015-04-21 12:39:26",7
611,"rt @mina_ysf: un human rights chief :
boko haram has killed 15,000 ppl and displaced countless others. #nigeria http://t.co/rhdngqelwk","2015-04-01 10:17:24",38
612,"here's a link to the joint us-uk statement on the #nigeria election referring to signs of 'political interference' https://t.co/ungmleva4z","2015-03-30 12:42:57",31
613,"@inecnigeria trying to regain its hacked website.#nigeriadecides #nigeriadecides2015","2015-03-28 11:58:17",6
614,"rt @naijcom: the whole truth from international observer about election in #rivers
http://t.co/llcze8rak4 #nigeriadecides http://t.co/pzlks…","2015-03-30 18:30:32",5
615,"rt @kolokennethk: #sitrep #nigeriadecides  rt @semilogou: election result: oke osun ward 13, unit 5 ado ekiti; apc 42, pdp 112, adc 2, http…","2015-03-28 16:06:36",50
616,"rt @sharon_ikeazor: as the results are coming in , we must be circumspect with our tweets and stories. violence is usually fueled by rumour…","2015-03-30 07:36:12",6
617,"my hope &amp; prayer for #nigeria is that the presidential elections set for march 28 will hold as schedueled. #nigeriadecides","2015-02-20 17:18:33",6
618,"regardless of today's election outcome, tomorrow nigeria will have a not new leader. #nigeriadecides","2015-03-28 12:45:09",10
619,"rt @mailandguardian: boko haram invade restive city of gombe, #nigeria http://t.co/77z6upf4fe","2015-02-14 12:32:58",6
620,"rt @el_raph1: old gra maiduguri, front of government house presidential results apc=300 , pdp= 52 "" #nigeriadecides #vm                via …","2015-03-28 17:59:18",7
621,"rt @babatundecash: if you are confident the people have voted for your party, then let inec do their job before you go to court. #nigeriade…","2015-03-28 21:17:44",31
622,"rt @sapiosanct: please note that if the card reader can't read your thumb, your pvc will not be accredited. clean your thumb. #nigeriadecid…","2015-03-28 11:06:22",5
623,"rt @nnakingpin: amaechi is not helping dakuku with this attitude. most people see this election as an election between wike and amaechi #ni…","2015-04-11 21:03:33",26
624,"rt @idahpeterside: #nigeria2015  channels tv must be commended for their in depth coverage of the  elections.”you have made us relax and wa…","2015-03-30 07:06:29",8
625,"rt @tvcnigeria: #riversprotest  apc leaders including the governorship candidate, dakuku peterside stage a sit-in in front of  inec's offic…","2015-03-29 14:47:55",61
626,"#nigeriadecides #apc chieftains in high spirit as the evening unfolds for @thisisbuhari http://t.co/bphklxojsq","2015-03-30 20:59:59",173
627,"rt @ntanewsnow: #nigeriadecides: pvc collection rate as at march 21, 2015 http://t.co/uch5fykov8 ~ inecnigeria","2015-03-22 17:14:19",5
628,"they need to beef up security in icc. orubebe seems to be saying...""i'll be back!"" #nigeriadecides","2015-03-31 10:53:11",5
629,"rt @gidi_traffic: ""@bukkysupernavi: breaking: according to inec, voting has been extended till sunday march 29th.
 @gidi_traffic #nigeriade…","2015-03-28 15:47:51",10
630,"where is asari dokubo  and tompolo. you don't cow people to win elections..... #nigeriadecides @phemy37","2015-03-30 07:50:52",7
631,"reports getting to us says no @inecnigeria officials at egbeda, ward 10, unit 10 #nigeriadecides #pollwatchng2015","2015-03-28 10:41:16",6
632,"rt @tbnfoundation: dear @lindaikeji , pls lend your voice to the #noviolence pledge. help tell your fans to take the pledge. god bless for …","2015-03-25 08:22:36",6
633,"rt @gbengasesan: “after the election, there are 2 levels of sorting — accounting for ballot papers and actual counting.” - jega #nigeriadec…","2015-03-29 17:12:59",20
634,"rt @kayodeakintemi: #nigeria2015: this is pu 067, orile oshodi, voters waited all day yesterday &amp; up till now @inecnigeria not here http://…","2015-03-29 15:47:21",88
635,"rt @eienigeria: #nigeriadecides: ""@pdpnigeria is to conduct itself in accordance with democratic norms."" publicity sec seems to distance th…","2015-03-31 12:23:52",9
636,"rt @tommieng: inec should just announce the results of apc and pdp, other parties can buy scratch card to check theirs on jamb website #nig…","2015-03-30 15:28:56",5
637,"@nijatvhamburg [breaking news] nigerian army rescues 200 girls, 93 women from  http://t.co/4eqndqiiv8 #onenigeria,#nigeriadecides,#votewise","2015-04-28 23:35:09",8
638,"rt @france24: nigeria's president predicts boko haram defeat within a month
http://t.co/medsqqgwhg #bokoharam #nigeria http://t.co/mmi7mmva…","2015-03-20 13:07:33",6
639,"rt @imadmesdoua: #nigeria-n laureate wole #soyinka laments ‘vicious, unprincipled’ election http://t.co/vzy49s81hw #nigeriadecides","2015-03-29 21:30:37",11
